User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1002895,P00221242,M,26-35,11,B,4+,0,1,17,,4478
1001786,P00210042,M,46-50,1,C,4+,1,8,14,,7974
1003312,P00318742,F,18-25,4,A,3,0,1,8,,11463
1002995,P00190142,M,26-35,15,A,4+,0,3,4,5,10890
1005659,P00114942,M,26-35,0,C,3,1,1,15,16,19672
1003824,P00227342,M,26-35,17,A,3,1,11,,,1574
1000735,P00129542,M,26-35,14,A,3,0,8,14,,7989
1001908,P00293342,M,55+,13,C,3,1,8,,,9786
1001181,P00086842,M,36-45,7,A,3,1,14,16,,11544
1001616,P00105142,M,26-35,0,C,0,1,1,2,15,19491
1001724,P00242742,M,18-25,4,C,3,0,1,2,9,19096
1005193,P00012142,M,36-45,12,B,2,1,5,,,7041
1004856,P00184042,M,26-35,7,A,1,0,1,8,,19535
1002928,P00089442,M,26-35,2,B,1,1,8,,,9722
1004347,P00042842,F,18-25,20,C,1,0,5,,,5242
1003462,P00357042,F,26-35,4,B,3,0,5,,,7167
1001561,P0096542,F,18-25,4,C,2,0,3,4,12,10612
1001954,P00323742,M,26-35,16,C,1,0,8,,,10053
1005998,P00057742,M,18-25,4,B,4+,0,2,8,18,12701
1005246,P00255842,F,18-25,0,C,1,1,16,,,12326
1003539,P00184542,F,26-35,4,A,1,1,8,13,,5912
1002251,P00073842,M,36-45,14,A,3,0,1,15,17,8134
1005345,P00116642,F,26-35,17,C,2,1,5,,,8614
1001974,P00337942,M,36-45,17,B,1,0,5,,,5187
1004721,P00276642,M,36-45,11,B,0,0,8,11,,7987
1000103,P00044142,M,46-50,7,B,2,1,8,16,,9972
1004456,P00031042,F,36-45,2,C,4+,0,8,,,7888
1002140,P00116542,M,46-50,14,C,2,1,5,17,,6882
1001524,P00139942,M,18-25,4,B,1,0,5,,,6896
1004895,P00285842,F,26-35,3,B,3,0,5,,,5390
1001141,P00198142,F,26-35,3,B,1,1,2,4,9,12803
1001926,P00174542,F,0-17,0,B,1,0,11,15,,1664
1005390,P00319042,M,0-17,0,C,1,0,5,,,8659
1002748,P00242742,M,26-35,4,B,1,0,1,2,9,4332
1000560,P00052042,M,46-50,15,C,1,1,1,,,15362
1003191,P00227642,M,26-35,12,B,4+,0,1,5,14,11461
1005414,P00179742,M,0-17,10,C,2,0,11,,,6001
1004042,P00341342,M,36-45,15,B,3,1,1,8,17,15645
1002857,P00248542,M,26-35,0,B,2,0,8,16,,7920
1003600,P00298242,M,36-45,20,B,4+,1,8,,,7848
1003514,P00339042,M,18-25,12,C,1,0,5,,,6958
1002537,P00222142,M,36-45,11,B,0,0,5,13,,3524
1005161,P00154042,M,26-35,4,C,0,0,1,2,15,15535
1005026,P00119642,M,26-35,17,B,1,1,1,2,8,19198
1002262,P00058042,M,46-50,17,C,1,1,8,16,,7985
1003551,P00113042,F,55+,0,C,0,1,11,16,,5908
1005140,P00005942,M,26-35,6,B,2,0,2,4,9,9904
1005724,P00255842,M,26-35,15,B,2,1,16,,,16757
1004311,P00110742,M,51-55,13,B,0,0,1,2,8,11543
1001120,P00153642,M,18-25,4,A,0,1,8,,,5958
1000945,P00001742,M,46-50,7,C,3,0,8,14,,6085
1004691,P00303042,F,46-50,17,B,2,1,5,,,3606
1001055,P00022742,M,36-45,0,A,1,1,8,,,3901
1002794,P00057642,M,26-35,2,B,1,1,1,15,16,15636
1004490,P00183842,M,36-45,5,B,1,0,4,9,12,2136
1001605,P00302542,F,18-25,0,B,1,0,5,,,6981
1004579,P00164642,F,18-25,4,B,1,1,5,14,,5182
1001748,P00188742,M,51-55,1,A,1,1,8,14,17,9734
1003618,P00069242,M,55+,17,A,4+,1,8,11,,6063
1004447,P00003942,M,46-50,5,B,0,1,5,14,,6923
1003453,P00313442,M,36-45,7,C,1,0,5,6,8,5306
1004520,P00010742,M,26-35,4,C,1,1,1,8,17,19412
1004227,P00150342,M,26-35,19,A,0,0,8,14,,6088
1000550,P00217842,M,46-50,8,B,1,1,1,2,8,12085
1002042,P00224142,M,0-17,10,C,4+,0,8,,,4061
1003389,P00200842,M,18-25,0,A,0,0,8,,,4057
1002920,P00178642,M,26-35,2,A,1,1,5,15,,8741
1000549,P00199842,M,26-35,6,A,3,0,16,,,16781
1005333,P00230842,F,26-35,7,A,4+,0,8,,,9775
1001676,P00205942,M,18-25,4,B,4+,0,5,8,14,8601
1004867,P00274442,M,26-35,16,A,3,0,1,18,,19397
1005964,P00019142,M,18-25,5,B,1,0,11,15,,4618
1000059,P00188742,F,51-55,1,B,4+,1,8,14,17,7887
1005108,P00193742,F,26-35,9,B,3,1,8,15,,6202
1000218,P00139542,M,36-45,14,C,3,1,5,,,6933
1004644,P00052842,M,51-55,1,C,4+,0,10,15,,14511
1005600,P00051442,F,46-50,0,C,1,0,8,17,,8121
1000202,P00109242,M,18-25,4,A,3,0,6,8,10,12425
1000510,P00129342,M,18-25,12,C,3,0,1,5,15,12038
1004515,P00085942,M,55+,13,C,1,0,2,4,8,13123
1004376,P00044442,F,26-35,5,C,3,0,1,16,,19349
1000563,P00204342,M,26-35,4,A,3,0,15,16,,12622
1002753,P00282242,F,51-55,20,B,1,1,5,8,17,6918
1004795,P00085242,M,46-50,16,C,1,0,8,14,17,8086
1002610,P00258842,M,46-50,7,C,2,0,5,,,6921
1001753,P00024142,M,36-45,6,B,3,0,8,9,14,9881
1002952,P0097242,M,26-35,4,B,1,0,1,16,,19294
1001168,P00044442,F,26-35,0,A,1,1,1,16,,15907
1003726,P00020342,M,26-35,17,C,3,1,1,2,,11517
1002401,P00265242,M,26-35,4,C,3,1,5,8,,8833
1002129,P00354242,M,26-35,5,B,1,0,5,,,1849
1001680,P00253442,M,26-35,20,A,3,1,5,8,,8807
1001727,P00313442,M,36-45,16,B,2,1,5,6,8,8658
1004697,P00100442,M,18-25,10,C,4+,0,2,4,5,3206
1004450,P00345842,M,26-35,15,A,1,1,2,8,14,9887
1001345,P00262542,F,26-35,2,C,1,1,5,8,,7120
1004824,P00155642,M,26-35,7,C,2,0,8,,,10068
1005827,P00237642,M,26-35,2,B,2,0,5,14,,6947
1003118,P00039442,M,26-35,0,B,1,0,11,16,,4596
1001878,P00165442,M,0-17,10,C,2,0,1,15,16,19597
1003892,P00003942,M,26-35,20,A,0,0,5,14,,5292
1001662,P00265242,M,26-35,12,B,1,1,5,8,,8569
1000293,P00025942,M,55+,1,C,1,1,8,14,,7977
1002840,P00014842,M,26-35,0,A,1,1,1,2,5,7627
1001884,P00043542,M,46-50,20,B,1,1,8,,,7865
1005625,P00010942,M,26-35,1,C,3,1,1,2,6,15680
1004384,P00129642,M,26-35,0,B,0,1,5,,,5394
1000245,P00192942,M,36-45,16,B,0,0,5,,,5332
1004342,P00199442,M,26-35,0,C,2,1,5,9,,8808
1001790,P00016042,M,26-35,0,C,1,0,1,16,,19553
1002525,P00174442,F,36-45,1,A,0,0,5,,,6944
1002941,P00119142,M,36-45,12,B,1,1,3,4,12,13573
1000151,P00048642,F,26-35,20,A,1,1,5,14,,5471
1004420,P00266542,M,26-35,15,C,3,1,2,16,,9552
1002680,P00286642,M,26-35,12,C,1,1,11,14,,4664
1004789,P00154642,M,36-45,2,A,0,0,8,,,6066
1001404,P00117842,M,51-55,16,B,1,1,5,13,16,6887
1001810,P00148642,M,51-55,13,A,1,1,6,10,13,20206
1005185,P00233742,F,36-45,4,C,1,0,1,15,,11532
1003308,P00198242,F,18-25,20,B,3,1,2,4,9,10028
1001211,P00329542,M,18-25,4,A,1,0,1,15,16,8020
1005661,P00114042,F,26-35,15,C,1,1,5,14,,5443
1002909,P00150842,M,26-35,7,A,1,0,11,13,16,7375
1003546,P00134642,M,26-35,20,B,3,0,5,,,5472
1002116,P00069242,M,18-25,4,B,4+,1,8,11,,5924
1003038,P00344442,F,36-45,2,A,1,1,5,8,14,5412
1003630,P00086442,M,18-25,4,B,2,0,8,13,15,6018
1001486,P00300042,M,26-35,16,C,4+,1,16,,,16617
1006025,P00210042,F,26-35,1,B,1,0,8,14,,7961
1004796,P00112142,M,36-45,7,A,4+,1,1,2,14,15896
1005349,P00176942,F,51-55,2,C,1,1,5,,,8743
1000543,P00004542,M,26-35,5,B,4+,1,5,8,,5161
1000101,P00266642,F,18-25,3,A,1,0,1,8,9,18983
1002353,P00223142,F,36-45,9,C,3,1,5,,,5244
1001224,P00266542,M,51-55,13,B,4+,0,2,16,,13276
1001790,P00177542,M,26-35,0,C,1,0,1,8,,19649
1002847,P00271142,M,18-25,4,A,3,0,5,,,6906
1001303,P00161442,M,26-35,19,A,4+,0,5,14,,2030
1003039,P00087042,F,51-55,3,C,0,1,10,14,16,23262
1001314,P00111742,F,18-25,4,C,0,0,15,,,4823
1002962,P00101542,M,36-45,3,A,2,0,13,16,,556
1000412,P00121642,M,36-45,15,A,1,1,5,14,,8777
1000622,P00059442,M,26-35,0,B,1,1,6,8,16,15918
1005250,P00184942,M,51-55,6,B,4+,1,1,8,17,15674
1003368,P00051542,M,26-35,14,C,1,1,8,,,3916
1003588,P00188642,M,26-35,2,B,4+,0,10,,,23788
1001059,P00346342,F,26-35,0,B,3,0,1,15,,4261
1000677,P00089942,M,51-55,2,B,1,1,8,,,8056
1004058,P00104842,M,26-35,6,B,3,1,8,,,8094
1004064,P00343542,M,46-50,0,A,1,1,8,11,,5886
1003491,P00062742,M,26-35,16,B,1,0,8,17,,7789
1002167,P00147342,F,26-35,6,B,0,1,15,16,,4254
1005406,P00177542,F,36-45,0,C,3,1,1,8,,15329
1001599,P00030942,M,26-35,0,A,1,0,4,5,9,2787
1003596,P00272942,F,36-45,4,A,3,0,5,,,8822
1004237,P00338442,M,26-35,14,C,4+,1,1,16,,15374
1003462,P00142942,F,26-35,4,B,3,0,1,2,16,11568
1001680,P00056442,M,26-35,20,A,3,1,2,4,,3516
1001306,P00001042,M,26-35,3,B,3,0,1,2,16,15629
1001199,P00182142,M,51-55,13,C,4+,1,1,5,6,19425
1002344,P00253042,M,26-35,12,A,1,0,8,,,6136
1005077,P00041242,M,26-35,2,A,0,0,8,14,,6062
1001752,P00074342,M,26-35,3,B,1,0,5,,,7110
1004150,P00109742,M,26-35,0,B,3,0,8,,,7921
1005841,P00047942,F,36-45,7,A,4+,1,5,13,,8795
1000714,P00307342,M,18-25,4,B,2,0,8,,,9778
1003409,P00053142,M,26-35,4,C,4+,1,1,,,11936
1001142,P00249642,M,18-25,1,B,1,0,3,5,,8026
1005039,P00149342,F,36-45,4,B,2,1,13,16,,930
1003013,P00089442,M,46-50,17,B,2,1,8,,,10043
1000230,P00121642,M,46-50,1,C,1,0,5,14,,8870
1005434,P00022942,F,26-35,7,A,1,1,5,8,,6928
1004647,P00036342,M,36-45,20,B,1,1,5,8,,5311
1002509,P00274042,M,26-35,5,C,1,1,1,,,7830
1003469,P00219742,M,46-50,17,B,3,1,6,11,16,8559
1000911,P00282042,M,51-55,0,B,3,1,5,15,,5299
1001639,P00049442,M,26-35,17,B,1,0,1,8,,11433
1003411,P00116142,M,18-25,4,A,4+,0,10,13,16,19033
1002866,P00112142,M,26-35,7,C,2,0,1,2,14,19316
1003082,P00310642,F,36-45,6,B,1,0,8,,,2062
1005256,P00109742,M,26-35,16,B,4+,1,8,,,7883
1001699,P00004542,F,26-35,19,A,0,0,5,8,,7152
1003940,P00287242,M,36-45,20,B,3,1,5,,,5282
1001635,P0096742,M,26-35,0,B,1,0,2,4,12,12747
1000931,P0096842,F,55+,1,C,0,0,3,4,12,10803
1000301,P00033342,M,18-25,4,B,4+,0,5,14,,5415
1002063,P00274342,M,26-35,4,A,3,0,2,8,14,13146
1002334,P00117942,F,55+,7,B,1,1,5,15,,7108
1000517,P00115542,F,26-35,14,A,1,0,8,,,9744
1002660,P00087142,M,55+,17,C,0,0,13,14,16,187
1003626,P00299542,M,26-35,17,B,3,0,8,,,4016
1000231,P00046742,M,26-35,3,A,1,0,1,2,15,15914
1005229,P00021742,M,26-35,0,C,0,0,5,,,8672
1002453,P00045142,M,26-35,7,B,0,0,1,2,6,15305
1003311,P00002042,M,26-35,4,A,4+,0,1,,,8301
1003665,P00003242,M,26-35,0,A,2,0,8,15,,7784
1004952,P00053842,F,26-35,14,A,1,1,4,5,12,2800
1005415,P00219542,F,26-35,7,C,3,1,5,6,,1953
1000689,P00226242,F,51-55,0,A,0,1,11,15,,7381
1002941,P00129842,M,36-45,12,B,1,1,6,8,15,16195
1001303,P00114542,M,26-35,19,A,4+,0,5,,,7138
1004858,P00371644,M,26-35,1,C,2,0,20,,,120
1000531,P00026042,F,18-25,14,B,0,0,8,14,17,10051
1001921,P00110942,M,55+,12,C,2,0,1,2,,15482
1005906,P00003442,F,18-25,4,C,1,1,4,5,8,3471
1004404,P00059142,M,26-35,1,B,1,0,8,14,,4247
1004022,P00020342,M,36-45,14,B,1,1,1,2,,8043
1001697,P00042742,F,18-25,4,B,3,0,5,14,,8824
1003937,P00251242,M,55+,2,C,2,1,5,11,,8782
1000651,P00278042,M,36-45,7,B,2,0,1,,,15356
1002808,P00018042,M,55+,16,A,3,0,15,16,,17075
1005728,P00157542,F,36-45,20,C,3,0,8,14,,8104
1003733,P00307342,M,18-25,4,C,1,0,8,,,4035
1002251,P00344542,M,36-45,14,A,3,0,16,,,8674
1002895,P00184342,M,26-35,11,B,4+,0,8,,,8059
1000839,P00354142,M,26-35,0,A,2,0,6,8,,16313
1005709,P00126942,M,18-25,4,B,4+,0,8,,,8134
1001648,P00089042,M,51-55,14,B,3,1,13,,,753
1004513,P00124642,M,55+,0,C,0,1,16,,,20432
1002832,P00119442,M,26-35,17,B,4+,0,5,,,8807
1003913,P00181642,M,18-25,17,B,0,0,11,16,,4446
1000011,P00010242,F,26-35,1,C,1,0,5,,,8905
1002899,P00134342,M,36-45,14,A,3,1,5,,,5469
1005717,P00318742,M,26-35,0,B,3,1,1,8,,15442
1000697,P00113142,F,51-55,6,A,3,1,1,5,12,15411
1005963,P00324442,M,26-35,15,A,0,0,11,13,16,5916
1002030,P00192942,M,26-35,4,B,1,0,5,,,7042
1003193,P00230942,M,26-35,0,C,4+,1,5,14,,6998
1006002,P00232642,M,51-55,0,C,1,1,8,,,8026
1003609,P00318742,F,26-35,17,C,3,0,1,8,,15399
1001544,P00220242,M,26-35,12,B,2,0,3,12,,10608
1004975,P00120142,M,36-45,0,C,3,0,5,,,7058
1002951,P00027142,F,36-45,14,B,0,1,8,,,8002
1001306,P00198742,M,26-35,3,B,3,0,1,2,11,19446
1002331,P00059442,M,55+,1,A,1,1,6,8,16,20599
1002807,P00313142,F,36-45,11,B,2,1,8,,,7921
1001680,P00229142,M,26-35,20,A,3,1,5,11,16,8597
1006000,P00089242,M,46-50,17,B,2,1,2,5,,6374
1000963,P00067942,M,26-35,0,A,0,1,5,14,,5302
1000140,P00330442,F,36-45,1,B,3,0,5,14,,7033
1002485,P00255942,M,36-45,14,C,3,1,1,16,,15246
1002099,P00265242,F,18-25,0,B,1,0,5,8,,8591
1004869,P00351642,F,46-50,6,C,3,1,8,15,16,1948
1000996,P00346142,M,26-35,17,A,4+,1,1,15,,15837
1003705,P00238442,M,46-50,7,B,1,1,6,,,16313
1004087,P00262242,M,0-17,4,C,1,0,1,11,16,3990
1000855,P00163642,F,18-25,2,A,2,1,8,,,6007
1004146,P00102342,M,36-45,17,C,2,1,8,14,17,7866
1005582,P00103342,M,46-50,1,C,2,1,8,,,9924
1004155,P00088342,M,51-55,17,C,1,0,8,14,,5897
1003055,P00051942,F,26-35,3,C,1,1,5,6,11,5296
1005646,P00252442,M,18-25,4,C,2,0,8,,,2117
1001470,P00365542,M,18-25,4,A,1,1,5,8,,3674
1002719,P00100642,M,26-35,12,C,3,0,5,15,,8863
1004738,P00113042,M,55+,1,C,1,0,11,16,,7379
1003830,P00173142,M,18-25,4,C,1,0,1,5,6,15210
1001697,P00035342,F,18-25,4,B,3,0,2,4,14,16219
1002535,P00209142,F,55+,2,C,2,1,5,8,,8759
1003400,P00244142,M,26-35,14,C,4+,1,1,2,15,11919
1000678,P00161542,M,26-35,0,A,0,1,2,15,16,9542
1000509,P00274942,M,26-35,2,A,0,1,8,,,10022
1004498,P00184942,M,51-55,7,C,1,1,1,8,17,19547
1001137,P00119742,M,18-25,4,B,4+,0,5,8,12,8672
1004221,P00245342,M,36-45,4,C,2,1,11,,,5906
1004788,P00227942,M,36-45,7,B,4+,0,2,5,,6617
1005634,P00250942,M,26-35,14,A,3,1,11,16,,1713
1002605,P00178642,M,36-45,7,C,0,1,5,15,,5259
1001954,P00025942,M,26-35,16,C,1,0,8,14,,7762
1002544,P00313142,M,46-50,1,B,1,0,8,,,9907
1003454,P00101842,M,18-25,0,A,1,1,6,16,,15949
1001780,P00192042,M,36-45,1,B,0,0,5,9,14,3441
1005054,P00114142,M,36-45,2,B,0,0,8,,,7833
1002063,P00191542,M,26-35,4,A,3,0,4,5,,2062
1002022,P00140742,M,26-35,7,C,1,0,1,15,,15789
1000314,P00091142,F,55+,9,C,1,0,8,,,8038
1000049,P00337642,M,18-25,12,C,4+,1,3,4,,5751
1005782,P00006142,F,36-45,0,C,4+,0,8,,,9918
1002899,P00182742,M,36-45,14,A,3,1,1,2,14,15497
1002964,P00293342,M,26-35,17,B,3,0,8,,,5878
1001978,P00216342,M,0-17,10,C,4+,0,3,4,5,2768
1005428,P00146742,F,26-35,6,B,4+,0,1,13,14,12066
1004384,P00336942,M,26-35,0,B,0,1,5,,,7142
1001797,P00279142,M,36-45,7,C,2,0,7,,,20606
1005306,P00027142,F,26-35,17,B,4+,0,8,,,5906
1004379,P00163842,M,26-35,4,B,3,0,8,,,6133
1002444,P00058342,F,46-50,4,B,1,1,3,4,,10890
1000639,P00194342,M,46-50,17,B,2,1,3,4,,8316
1001084,P00104842,M,0-17,19,C,0,0,8,,,5828
1003084,P00349442,M,26-35,16,B,1,1,6,8,,12248
1002215,P00070342,F,26-35,0,B,2,1,1,2,14,11707
1000785,P00046742,M,18-25,19,C,4+,0,1,2,15,8042
1002936,P00078642,F,18-25,4,B,0,0,4,5,,3482
1001449,P00156542,M,36-45,20,A,1,1,4,5,,703
1001632,P00087442,M,26-35,16,B,1,0,5,,,3431
1000796,P00091342,M,51-55,6,B,4+,1,8,,,7910
1005854,P00124242,M,46-50,7,B,0,1,11,14,,4657
1004673,P00248542,M,36-45,16,B,2,1,8,16,,7760
1003833,P00014542,M,26-35,1,B,2,0,8,,,6017
1004482,P00285742,F,36-45,1,A,1,0,8,,,9826
1003762,P00180742,M,51-55,6,B,0,1,11,,,1673
1001051,P00251342,F,26-35,0,A,0,1,5,11,,5421
1005888,P00157542,M,26-35,20,B,1,0,8,14,,4144
1000376,P00265242,M,36-45,1,C,4+,1,5,8,,8815
1005256,P00000342,M,26-35,16,B,4+,1,5,14,,5425
1002794,P00093242,M,26-35,2,B,1,1,8,,,4038
1001803,P00102942,M,26-35,2,B,1,0,1,14,,15891
1005107,P00267542,F,46-50,0,B,0,0,1,16,,4116
1002789,P00113142,M,18-25,4,B,2,1,1,5,12,19316
1003999,P00157142,M,36-45,17,B,4+,0,11,16,,4606
1003045,P00209742,M,46-50,1,B,2,1,1,11,15,19332
1001968,P00370242,M,26-35,11,B,2,0,5,,,3689
1000927,P00046542,F,26-35,20,C,1,1,5,,,5391
1003630,P00110742,M,18-25,4,B,2,0,1,2,8,15600
1003752,P00080342,F,18-25,1,B,4+,0,1,6,8,19022
1000457,P00178142,M,18-25,4,B,2,0,8,17,,7917
1000260,P00229742,M,18-25,19,C,1,0,1,16,,11411
1005249,P00062842,F,46-50,14,B,1,1,1,2,13,8263
1003780,P00003242,M,0-17,0,C,0,0,8,15,,9910
1004815,P00243942,F,51-55,18,C,0,1,1,2,15,19566
1004979,P00303842,M,36-45,2,B,1,1,5,8,14,3613
1001329,P00152242,M,18-25,14,B,3,0,14,16,,7317
1003683,P00273742,M,26-35,2,B,3,1,1,17,,19419
1001682,P00271842,M,26-35,2,A,3,1,8,,,9730
1000293,P00078242,M,55+,1,C,1,1,5,,,1857
1000122,P00249642,F,18-25,4,C,1,0,3,5,,3094
1004819,P00156842,M,36-45,18,B,1,0,4,5,,2762
1000312,P00114442,F,51-55,2,B,0,0,5,6,,5305
1001865,P00248542,F,18-25,1,B,2,0,8,16,,8062
1005046,P00189042,M,26-35,16,A,0,0,8,,,9986
1005649,P00057542,F,18-25,4,B,1,0,3,4,5,10690
1005234,P00131042,F,26-35,0,A,4+,1,8,,,7944
1005684,P00241242,M,18-25,16,A,1,0,1,11,15,7884
1001354,P00007342,F,26-35,2,B,3,0,8,14,,4215
1001446,P00106042,M,36-45,12,B,4+,1,5,,,8840
1004964,P00114042,M,36-45,0,A,1,1,5,14,,5274
1004856,P00279642,M,26-35,7,A,1,0,7,,,16872
1005850,P00372445,F,26-35,7,C,1,0,20,,,599
1004517,P00042842,F,18-25,1,A,0,1,5,,,5369
1001637,P00140742,M,55+,0,B,2,1,1,15,,15906
1001015,P00254342,M,36-45,3,A,4+,1,5,11,,7024
1004834,P00140742,F,46-50,9,C,1,1,1,15,,15346
1003217,P0097842,F,36-45,0,A,0,0,5,,,7194
1000419,P00350942,M,18-25,3,C,1,0,3,4,5,13338
1003834,P00270942,M,18-25,2,B,2,0,1,2,15,19058
1002889,P00195942,M,36-45,3,A,1,1,3,4,,10593
1001101,P00204342,M,36-45,1,A,1,0,15,16,,17111
1001667,P00219942,M,51-55,16,B,4+,0,6,16,,19944
1004451,P00197042,M,26-35,14,B,2,1,5,,,6864
1005664,P00182142,M,18-25,4,C,4+,0,1,5,6,15462
1003693,P00184442,M,26-35,15,B,1,1,1,6,8,11395
1005163,P00135142,M,46-50,6,B,1,1,13,16,,749
1003280,P00162442,M,26-35,7,B,1,0,1,16,,11601
1003718,P00132242,M,51-55,17,C,1,0,5,,,1964
1004387,P00121142,F,18-25,4,B,0,0,8,,,5863
1001778,P00115242,M,18-25,4,B,1,0,5,8,,7193
1001680,P00167642,M,26-35,20,A,3,1,5,,,3664
1003921,P00166242,M,26-35,14,C,2,1,8,,,5860
1003272,P00184942,M,36-45,0,B,1,0,1,8,17,18983
1001181,P00177042,M,36-45,7,A,3,1,8,,,7892
1001147,P00117142,M,26-35,20,B,3,1,2,17,,9573
1002524,P00040742,F,55+,9,C,2,1,1,5,,7842
1000195,P00025642,M,26-35,12,B,4+,1,4,8,,3521
1004786,P00208042,M,46-50,6,B,1,1,8,,,5933
1002350,P00282042,M,18-25,4,C,1,1,5,15,,7009
1003005,P00250342,M,26-35,17,A,1,0,16,,,20427
1002796,P00159542,M,26-35,14,B,3,0,10,15,16,14121
1001746,P00294542,M,26-35,4,C,1,1,8,,,10041
1003182,P00351342,M,26-35,12,A,2,1,1,2,16,12034
1000093,P00114942,M,26-35,17,B,1,1,1,15,16,19598
1005689,P00283942,M,26-35,0,B,3,0,5,,,3595
1004688,P00085242,M,26-35,9,C,3,1,8,14,17,9726
1003521,P00086342,M,26-35,0,B,3,0,8,,,10034
1000602,P00159542,F,55+,6,C,2,0,10,15,16,14463
1003251,P00123742,M,36-45,17,C,3,0,11,,,7542
1005271,P00001742,F,26-35,0,A,1,0,8,14,,7992
1000802,P00120442,M,26-35,16,B,1,0,8,,,8026
1005099,P00142942,M,18-25,0,B,3,0,1,2,16,11932
1001716,P00247042,M,26-35,0,B,0,0,5,14,,7112
1003426,P00304242,M,26-35,20,B,1,0,1,6,,19047
1001141,P00086342,F,26-35,3,B,1,1,8,,,9892
1001941,P00009342,M,36-45,17,A,1,0,1,16,,8186
1004806,P00192842,M,26-35,17,C,2,0,5,14,,5462
1000889,P00324442,M,46-50,20,A,1,0,11,13,16,4702
1003170,P00004742,M,26-35,0,C,4+,0,6,16,,16537
1004290,P00026042,M,26-35,17,C,1,0,8,14,17,3921
1002611,P00346042,M,26-35,3,B,4+,0,6,8,15,16347
1004220,P00047942,M,36-45,0,B,0,1,5,13,,5301
1000830,P00343542,M,36-45,7,A,3,0,8,11,,9925
1002012,P00121042,M,26-35,4,B,3,1,15,,,12701
1001079,P00015842,M,26-35,7,A,0,0,1,14,16,19053
1004939,P00121642,M,26-35,7,C,0,1,5,14,,8849
1002888,P00103042,M,26-35,14,B,2,1,1,14,,15682
1004471,P00178942,M,26-35,6,A,1,0,5,8,,7077
1003535,P00201442,M,46-50,18,C,1,1,1,6,8,15756
1002746,P00197042,M,51-55,14,C,3,1,5,,,8705
1003842,P00280742,F,36-45,16,B,4+,0,6,8,,20506
1000445,P00127842,M,46-50,12,A,1,1,1,2,15,15544
1002309,P00177842,F,46-50,0,C,2,1,8,,,5995
1000008,P00303342,M,26-35,12,C,4+,1,1,16,,19634
1002931,P00230842,M,18-25,4,B,2,0,8,,,9829
1000808,P00229742,M,26-35,7,B,1,1,1,16,,15846
1003240,P00037142,M,18-25,4,B,1,0,1,2,5,15423
1004416,P00251442,M,18-25,4,A,3,1,5,,,5227
1000563,P00111742,M,26-35,4,A,3,0,15,,,4784
1001249,P00112142,M,36-45,2,C,2,0,1,2,14,15835
1000424,P00159942,M,26-35,17,A,3,0,5,,,5408
1005948,P00057342,M,55+,13,B,0,0,4,5,,2182
1000331,P00303842,M,26-35,7,B,1,0,5,8,14,6860
1002174,P00005742,M,51-55,12,B,1,1,8,14,,7773
1003032,P00032042,M,26-35,0,A,1,1,1,2,15,19203
1004720,P00286642,M,26-35,2,C,4+,0,11,14,,6048
1001812,P00172842,F,26-35,12,A,4+,1,3,4,,11039
1002986,P0098542,M,26-35,4,A,2,1,8,,,7907
1005559,P00126142,M,51-55,1,C,1,1,8,16,,10054
1005324,P00058042,M,26-35,7,C,0,1,8,16,,9699
1004086,P00066242,F,0-17,10,B,2,0,1,2,5,12073
1001392,P00217442,M,46-50,3,C,1,1,1,2,11,7624
1003970,P00058042,F,26-35,2,C,2,1,8,16,,9773
1000702,P00216042,M,36-45,7,B,2,1,5,8,,6889
1003963,P00145042,M,51-55,20,A,2,0,1,2,5,12098
1001845,P00161942,M,26-35,2,B,3,1,5,8,,5381
1002258,P00137542,F,18-25,4,B,4+,0,1,8,16,11976
1003732,P00319342,M,26-35,17,B,0,1,5,8,,5353
1005336,P00147942,M,55+,7,C,4+,0,1,16,,19486
1000786,P00156242,M,26-35,0,C,2,0,4,5,9,3490
1002419,P00001142,M,26-35,0,B,3,1,5,8,14,6957
1002051,P00238442,M,36-45,7,C,2,0,6,,,16492
1000044,P00355642,M,46-50,17,B,3,1,16,,,8780
1004140,P00000442,M,26-35,0,B,4+,0,5,8,,3629
1003691,P00112442,M,26-35,7,B,1,1,6,8,,16228
1000784,P00229342,M,18-25,0,C,1,0,5,14,,5399
1005757,P00176542,M,0-17,10,C,2,0,8,14,17,9766
1002374,P00313342,M,26-35,14,B,2,0,5,,,6985
1000505,P00142142,M,36-45,17,C,2,1,1,2,15,15824
1005111,P00273342,M,36-45,2,B,1,1,10,,,18618
1000264,P00260042,M,36-45,0,B,1,1,5,8,,1824
1004266,P00220042,M,55+,13,C,1,1,5,8,,5325
1005397,P00337942,M,18-25,0,B,2,1,5,,,6876
1005878,P00370342,F,26-35,0,A,4+,1,8,,,2170
1005433,P00022442,F,36-45,17,B,3,1,8,16,,7964
1005201,P00282442,M,51-55,7,C,1,1,5,8,18,5411
1005795,P00169742,M,26-35,1,A,1,1,1,8,15,12012
1005053,P00169742,M,26-35,4,C,3,0,1,8,15,11516
1002156,P00171642,M,18-25,19,C,4+,0,5,8,14,6870
1005484,P00233542,M,46-50,17,C,4+,1,1,15,,15603
1003507,P00195442,M,26-35,0,A,3,0,5,,,5345
1001194,P00036642,F,26-35,1,B,1,1,8,,,6094
1004223,P00151742,F,36-45,17,A,2,0,8,15,16,8039
